"","site_plot","citation.ID","stand.age","measurement.ID","sites.sitename","plot.name","dominant.life.form","dominant.veg","variable.name.x","date.x","start.date.x","end.date.x","mean.x","min.dbh","required.citations","ForC.investigator","country","lat","lon","masl","mat","map","geographic.area","biogeog","Koeppen","FAO.ecozone","plot.area","year.establishment.oldest.trees","regrowth.type","regrowth.year","distmrs.type","distmrs.year","managed","disturbed","history.no.info","optional","AnnualMeanTemp","MeanDiurnalRange","TempSeasonality","TempRangeAnnual","AnnualPre","PreSeasonality","CloudCover","AnnualFrostDays","AnnualPET","AnnualWetDays","VapourPressure","SolarRadiation","Aridity","PotentialEvapotranspiration","VapourPressureDeficit","biomes","variable.name.y","date.y","start.date.y","end.date.y","mean.y","ratio"
"77","Walker Branch unmanaged, agricultural abandonment in 1940","Hanson_2003_etnp",60,16003,"Walker Branch","unmanaged, agricultural abandonment in 1940","woody","2TDB","ANPP_woody_stem","2000",NA,NA,2.1,"NAC","Anderson-Teixeira_2018_fagd","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","United States of America",35.958333,-84.2875,265,14.31,1475.43,"578","North America","Cfa","Temperate mountain system","NAC","1940","Initiation of post-disturbance cohort (natural)","1940","NAC","NAC",0,0,0,TRUE,13.7,12.9,79.06,34.3,1369,16,61.98442982,84.34324561,1031.878947,120.117193,0.126083333,542409.2,9609,1284,0.679319444,"temperate","ANPP_woody_branch","2000",NA,NA,0.32,6.5625
"78","Wayqecha unmanaged upland tropical forest","Girardin_2010_nppa",999,18133,"Wayqecha","unmanaged upland tropical forest","woody","2TEB","ANPP_woody_stem","2005","2003","2007",1.128,"NAC","","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","Peru",-13.19,-71.59,3025,12.5,1706,"673","South America","Cfb","Tropical mountain system","NAC","NAC","NAC","NAC","No disturbance","NI",0,0,0,TRUE,13.4,15.2,11.44,20.2,335,67,59.68450292,87.11798246,1106.259649,110.9999123,0.105416666,513259.5,2848,1211,0.581,"tropical","ANPP_woody_branch",NA,"2007","2008",0.5,2.256
"79","Wayqecha unmanaged upland tropical forest","Girardin_2010_nppa",999,16281,"Wayqecha","unmanaged upland tropical forest","woody","2TEB","ANPP_woody_stem",NA,"2007","2008",1.2,"NAC","Anderson-Teixeira_2016_cdom; Anderson-Teixeira_2018_fagd","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","Peru",-13.19,-71.59,3025,12.5,1706,"673","South America","Cfb","Tropical mountain system","NAC","NAC","NAC","NAC","No disturbance","NI",0,0,0,TRUE,13.4,15.2,11.44,20.2,335,67,59.68450292,87.11798246,1106.259649,110.9999123,0.105416666,513259.5,2848,1211,0.581,"tropical","ANPP_woody_branch",NA,"2007","2008",0.5,2.4
"80","Wind River Canopy Crane old-growth douglas fir and western hemlock","Harmon_2004_prao",499,16591,"Wind River Canopy Crane","old-growth douglas fir and western hemlock","woody","2TEN","ANPP_woody_stem","1999",NA,NA,1.22,"NAC","Anderson-Teixeira_2018_fagd","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","United States of America",45.82,-121.95,355,8.9,3725.5,"439","North America","Csb","Temperate mountain system","NAC","1500","NAC","NAC","No disturbance","1500",0,0,0,TRUE,9.5,10.6,57.42,27,2558,72,69.92222222,150.8545614,782.7289474,126.1209649,0.084999999,468461.8,18277,1090,0.505736111,"temperate","ANPP_woody_branch","1999",NA,NA,1.11,1.0990990990991
"81","Yapo (Plateau) Mature","DeAngelis_1981_pofe",999,18071,"Yapo (Plateau)","Mature","woody","2TEB","ANPP_woody_stem","NI","NI","NI",2.4393,"NAC","","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","Cote D'Ivoire",5.7,-4.1,70,NA,1739,"60","Africa","Aw","Tropical rainforest","5","NAC","NAC","NAC","NAC","NAC",0,0,1,TRUE,26.3,8.1,11.14,11.6,1607,58,75.33274854,0,1160.092105,136.6067544,0.282250001,631391.6,10093,1535,0.713208333,"tropical","ANPP_woody_branch","1970","1966","1974",0.658,3.70714285714286
"82","Yenisei 138lm moderately burned Pinus sylvestris stand, lichen understory","Wirth_2002_babc",138,17088,"Yenisei 138lm","moderately burned Pinus sylvestris stand, lichen understory","woody","2TEN","ANPP_woody_stem",NA,"1998","2000",0.94,"NAC","Anderson-Teixeira_2018_fagd","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","Russia",60.72,89.13,90,-3.7,565,"426","Asia","Dfc","Boreal coniferous forest","NAC","1862","Initiation of post-disturbance cohort (planted or natural)","1862","Burned","1862",0,1,0,TRUE,-2.8,10.8,144.69,52.8,564,33,73.24780702,234.3824561,467.6333333,201.7973684,0.0525,368355.7,8658,667,0.293055556,"boreal","ANPP_woody_branch",NA,"1998","2000",0.22,4.27272727272727
"83","Yenisei 200lm moderately burned Pinus sylvestris stand, lichen understory","Wirth_2002_babc",200,17116,"Yenisei 200lm","moderately burned Pinus sylvestris stand, lichen understory","woody","2TEN","ANPP_woody_stem",NA,"1998","2000",0.27,"NAC","Anderson-Teixeira_2018_fagd","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","Russia",60.72,89.13,90,-3.7,565,"426","Asia","Dfc","Boreal coniferous forest","NAC","1800","Initiation of post-disturbance cohort (planted or natural)","1800","Burned","1800",0,1,0,TRUE,-2.8,10.8,144.69,52.8,564,33,73.24780702,234.3824561,467.6333333,201.7973684,0.0525,368355.7,8658,667,0.293055556,"boreal","ANPP_woody_branch",NA,"1998","2000",0.06,4.5
"84","Yenisei 204lm moderately burned Pinus sylvestris stand, lichen understory","Wirth_2002_babc",204,17126,"Yenisei 204lm","moderately burned Pinus sylvestris stand, lichen understory","woody","2TEN","ANPP_woody_stem",NA,"1998","2000",0.44,"NAC","Anderson-Teixeira_2018_fagd","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","Russia",60.72,89.13,90,-3.7,565,"426","Asia","Dfc","Boreal coniferous forest","NAC","1796","Initiation of post-disturbance cohort (planted or natural)","1796","Burned","1796",0,1,0,TRUE,-2.8,10.8,144.69,52.8,564,33,73.24780702,234.3824561,467.6333333,201.7973684,0.0525,368355.7,8658,667,0.293055556,"boreal","ANPP_woody_branch",NA,"1998","2000",0.11,4
"85","Yenisei 215lh heavily burned Pinus sylvestris stand, lichen understory","Wirth_2002_babc",215,17136,"Yenisei 215lh","heavily burned Pinus sylvestris stand, lichen understory","woody","2TEN","ANPP_woody_stem",NA,"1998","2000",0.25,"NAC","Anderson-Teixeira_2018_fagd","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","Russia",60.72,89.13,90,-3.7,565,"426","Asia","Dfc","Boreal coniferous forest","NAC","1785","Initiation of post-disturbance cohort (planted or natural)","1785","Burned","1785",0,1,0,TRUE,-2.8,10.8,144.69,52.8,564,33,73.24780702,234.3824561,467.6333333,201.7973684,0.0525,368355.7,8658,667,0.293055556,"boreal","ANPP_woody_branch",NA,"1998","2000",0.1,2.5
"86","Yenisei 383lm moderately burned Pinus sylvestris stand, lichen understory","Wirth_2002_babc",383,17174,"Yenisei 383lm","moderately burned Pinus sylvestris stand, lichen understory","woody","2TEN","ANPP_woody_stem",NA,"1998","2000",0.52,"NAC","Anderson-Teixeira_2018_fagd","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","Russia",60.72,89.13,90,-3.7,565,"426","Asia","Dfc","Boreal coniferous forest","NAC","1617","Initiation of post-disturbance cohort (planted or natural)","1617","Burned","1617",0,1,0,TRUE,-2.8,10.8,144.69,52.8,564,33,73.24780702,234.3824561,467.6333333,201.7973684,0.0525,368355.7,8658,667,0.293055556,"boreal","ANPP_woody_branch",NA,"1998","2000",0.09,5.77777777777778
"87","Yenisei 53vm moderately burned Pinus sylvestris stand, mosses+Vaccinum understory","Wirth_2002_babc",53,17194,"Yenisei 53vm","moderately burned Pinus sylvestris stand, mosses+Vaccinum understory","woody","2TEN","ANPP_woody_stem",NA,"1998","2000",1.58,"NAC","Anderson-Teixeira_2018_fagd","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","Russia",60.72,89.13,90,-3.7,565,"426","Asia","Dfc","Boreal coniferous forest","NAC","1947","Initiation of post-disturbance cohort (planted or natural)","1947","Burned","1947",0,1,0,TRUE,-2.8,10.8,144.69,52.8,564,33,73.24780702,234.3824561,467.6333333,201.7973684,0.0525,368355.7,8658,667,0.293055556,"boreal","ANPP_woody_branch",NA,"1998","2000",0.9,1.75555555555556
"88","Yenisei 67lm moderately burned Pinus sylvestris stand, lichen understory","Wirth_2002_babc",67,17204,"Yenisei 67lm","moderately burned Pinus sylvestris stand, lichen understory","woody","2TEN","ANPP_woody_stem",NA,"1998","2000",1.22,"NAC","Anderson-Teixeira_2018_fagd","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","Russia",60.72,89.13,90,-3.7,565,"426","Asia","Dfc","Boreal coniferous forest","NAC","1933","Initiation of post-disturbance cohort (planted or natural)","1933","Burned","1933",0,1,0,TRUE,-2.8,10.8,144.69,52.8,564,33,73.24780702,234.3824561,467.6333333,201.7973684,0.0525,368355.7,8658,667,0.293055556,"boreal","ANPP_woody_branch",NA,"1998","2000",0.3,4.06666666666667
"89","Yenisei 95vm moderately burned Pinus sylvestris stand, mosses+Vaccinum understory","Wirth_2002_babc",95,17224,"Yenisei 95vm","moderately burned Pinus sylvestris stand, mosses+Vaccinum understory","woody","2TEN","ANPP_woody_stem",NA,"1998","2000",1.04,"NAC","Anderson-Teixeira_2018_fagd","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","Russia",60.72,89.13,90,-3.7,565,"426","Asia","Dfc","Boreal coniferous forest","NAC","1905","Initiation of post-disturbance cohort (planted or natural)","1905","Burned","1905",0,1,0,TRUE,-2.8,10.8,144.69,52.8,564,33,73.24780702,234.3824561,467.6333333,201.7973684,0.0525,368355.7,8658,667,0.293055556,"boreal","ANPP_woody_branch",NA,"1998","2000",0.22,4.72727272727273
